,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Genes
FAM214B,3.61E-52,1.289395913,0.109,0.067,6.42E-48,FAM214B
RAE1,4.41E-52,-0.355628321,0.246,0.328,7.83E-48,RAE1
CNP,4.78E-52,-0.304764009,0.375,0.465,8.49E-48,CNP
GRPR,5.18E-52,1.907305885,0.026,0.008,9.20E-48,GRPR
HIST1H3I,5.39E-52,-0.286907993,0.442,0.532,9.57E-48,HIST1H3I
RHBDF2,5.68E-52,-0.272256615,0.324,0.412,1.01E-47,RHBDF2
TM9SF4,5.71E-52,-0.300774842,0.404,0.494,1.01E-47,TM9SF4
NFKBIE,6.27E-52,-0.362704776,0.285,0.371,1.11E-47,NFKBIE
ATG5,6.64E-52,-0.267855148,0.332,0.421,1.18E-47,ATG5
SH3BGRL3,7.37E-52,-0.239014686,0.791,0.832,1.31E-47,SH3BGRL3
CTDNEP1,7.61E-52,-0.270963041,0.607,0.69,1.35E-47,CTDNEP1
AGAP1,8.35E-52,0.446391898,0.487,0.436,1.48E-47,AGAP1
EPDR1,8.37E-52,0.833521492,0.183,0.13,1.49E-47,EPDR1
SNAP25,8.39E-52,0.895054675,0.075,0.039,1.49E-47,SNAP25
PSPH,8.51E-52,-0.410061019,0.164,0.235,1.51E-47,PSPH
ERBB3,1.03E-51,-0.325496711,0.535,0.613,1.84E-47,ERBB3
NIBAN3,1.04E-51,-2.244885621,0.009,0.039,1.85E-47,NIBAN3
2-Mar,1.12E-51,-0.497022786,0.21,0.282,1.99E-47,2-Mar
EIF2B1,1.19E-51,-0.228256087,0.39,0.484,2.12E-47,EIF2B1
CRELD2,1.36E-51,-0.373084138,0.489,0.592,2.41E-47,CRELD2
ZNHIT3,1.37E-51,-0.295131958,0.363,0.455,2.43E-47,ZNHIT3
AIM2,1.43E-51,-1.499095084,0.02,0.056,2.54E-47,AIM2
CEP170,1.55E-51,-0.295686151,0.348,0.439,2.75E-47,CEP170
SYNGR3,1.75E-51,1.395220912,0.121,0.079,3.11E-47,SYNGR3
CDK6,1.89E-51,-0.322101769,0.57,0.679,3.36E-47,CDK6
ADA,1.89E-51,-0.724337448,0.133,0.196,3.36E-47,ADA
PTGIR,1.94E-51,0.619321508,0.188,0.132,3.45E-47,PTGIR
FABP6,2.27E-51,-1.735975682,0.021,0.057,4.03E-47,FABP6
ATN1,2.48E-51,0.200525957,0.809,0.799,4.40E-47,ATN1
RILPL2,2.66E-51,-0.314424757,0.276,0.363,4.72E-47,RILPL2
SLC44A2,2.74E-51,0.305269982,0.682,0.668,4.87E-47,SLC44A2
EPHX2,3.20E-51,-0.779290268,0.103,0.162,5.69E-47,EPHX2
ALDH18A1,3.27E-51,-0.312297915,0.32,0.407,5.81E-47,ALDH18A1
FAM50A,3.29E-51,-0.263621443,0.569,0.657,5.84E-47,FAM50A
SCAMP5,3.33E-51,0.785029568,0.176,0.123,5.92E-47,SCAMP5
RTL10,3.86E-51,0.930559456,0.215,0.161,6.86E-47,RTL10
IL1RL1,4.34E-51,0.950765284,0.067,0.034,7.71E-47,IL1RL1
S100A8,4.39E-51,-0.635674608,0.246,0.327,7.80E-47,S100A8
DTX2,4.48E-51,-0.357429614,0.318,0.403,7.96E-47,DTX2
GZF1,4.53E-51,-0.425863495,0.229,0.309,8.05E-47,GZF1
RAB5B,4.67E-51,-0.223763463,0.634,0.707,8.30E-47,RAB5B
AKT3,4.94E-51,-0.372909646,0.348,0.431,8.78E-47,AKT3
GIPC1,5.19E-51,0.291996843,0.795,0.795,9.22E-47,GIPC1
SOX8,5.21E-51,-1.569748595,0.023,0.06,9.25E-47,SOX8
GNPTAB,5.44E-51,-0.382119161,0.205,0.282,9.66E-47,GNPTAB
ST6GALNAC1,6.25E-51,-0.758828002,0.129,0.191,1.11E-46,ST6GALNAC1
AK4,6.87E-51,0.839711895,0.23,0.176,1.22E-46,AK4
PCDHGA10,7.37E-51,-0.745239669,0.071,0.125,1.31E-46,PCDHGA10
NELFCD,8.27E-51,-0.304754134,0.421,0.507,1.47E-46,NELFCD
C1QTNF1,8.97E-51,-0.910993017,0.251,0.32,1.59E-46,C1QTNF1
CA4,1.13E-50,1.359242517,0.024,0.007,2.00E-46,CA4
DHX8,1.22E-50,-0.363843898,0.243,0.323,2.17E-46,DHX8
TXNDC9,1.24E-50,-0.370901801,0.229,0.307,2.20E-46,TXNDC9
HELLS,1.34E-50,-0.341336897,0.244,0.326,2.38E-46,HELLS
TMEM189,1.36E-50,-0.321284097,0.522,0.598,2.42E-46,TMEM189
PREPL,1.42E-50,0.497592611,0.348,0.288,2.53E-46,PREPL
ZFAND2A,1.46E-50,-0.529830765,0.207,0.281,2.59E-46,ZFAND2A
GOLGA7,1.46E-50,-0.263076511,0.476,0.565,2.60E-46,GOLGA7
CD81,1.52E-50,0.21232963,0.869,0.871,2.70E-46,CD81
BHMT2,1.64E-50,0.906796539,0.096,0.056,2.92E-46,BHMT2
APOL6,1.78E-50,-0.388556227,0.298,0.381,3.16E-46,APOL6
FABP1,2.04E-50,-2.296184023,0.008,0.037,3.63E-46,FABP1
CAPN1,2.07E-50,0.271396969,0.843,0.843,3.68E-46,CAPN1
MAN2B2,2.17E-50,0.793325017,0.459,0.416,3.85E-46,MAN2B2
TSPAN15,2.18E-50,-0.257963769,0.525,0.614,3.88E-46,TSPAN15
NHSL1,2.29E-50,-0.357895272,0.148,0.219,4.08E-46,NHSL1
LDOC1,2.35E-50,0.611366525,0.173,0.119,4.17E-46,LDOC1
EPS8,2.73E-50,0.378961039,0.5,0.455,4.85E-46,EPS8
DNER,2.84E-50,1.860888837,0.034,0.013,5.04E-46,DNER
AZIN2,3.42E-50,-0.521532947,0.16,0.229,6.08E-46,AZIN2
RNPC3,3.47E-50,0.625573903,0.313,0.253,6.17E-46,RNPC3
ODF2L,3.57E-50,-0.396593122,0.252,0.332,6.35E-46,ODF2L
ADRA1B,3.65E-50,-1.505318812,0.024,0.061,6.49E-46,ADRA1B
SSBP1,4.17E-50,-0.221629406,0.666,0.728,7.40E-46,SSBP1
TMEM134,4.59E-50,0.413602307,0.574,0.55,8.16E-46,TMEM134
UGT2B7,4.71E-50,-1.745339552,0.025,0.062,8.37E-46,UGT2B7
RAP1GAP,4.76E-50,0.465354867,0.372,0.314,8.45E-46,RAP1GAP
CST4,4.86E-50,-0.75758921,0.027,0.065,8.63E-46,CST4
MROH7,5.09E-50,1.379042567,0.079,0.044,9.04E-46,MROH7
SLC7A9,5.14E-50,-1.851733187,0.012,0.042,9.14E-46,SLC7A9
ALPP,5.38E-50,-2.194158704,0.019,0.053,9.55E-46,ALPP
RNF44,6.10E-50,-0.312366285,0.369,0.457,1.08E-45,RNF44
DAPK1,6.52E-50,0.391037715,0.528,0.489,1.16E-45,DAPK1
BNIP2,6.89E-50,-0.263427015,0.428,0.511,1.22E-45,BNIP2
MSLN,6.96E-50,0.399277196,0.47,0.417,1.24E-45,MSLN
GCNT3,7.64E-50,-0.486371426,0.382,0.442,1.36E-45,GCNT3
ZWILCH,7.89E-50,-0.577455461,0.09,0.147,1.40E-45,ZWILCH
OXR1,7.93E-50,0.564628428,0.355,0.3,1.41E-45,OXR1
UGDH,8.48E-50,-0.281944369,0.624,0.697,1.51E-45,UGDH
INPP4B,9.97E-50,0.287661953,0.592,0.543,1.77E-45,INPP4B
SLC5A6,1.04E-49,-0.646182114,0.101,0.16,1.85E-45,SLC5A6
SLC44A5,1.07E-49,-1.633369424,0.018,0.051,1.90E-45,SLC44A5
HEY1,1.10E-49,-0.804922577,0.058,0.107,1.96E-45,HEY1
CD274,1.16E-49,-0.994048383,0.042,0.086,2.06E-45,CD274
KIFC2,1.27E-49,0.620328988,0.353,0.299,2.26E-45,KIFC2
PALM,1.34E-49,0.683025478,0.182,0.128,2.39E-45,PALM
PNPLA2,1.53E-49,-0.283265934,0.705,0.767,2.72E-45,PNPLA2
NT5E,2.07E-49,-0.534355157,0.373,0.439,3.67E-45,NT5E
KPNA7,2.07E-49,-1.043235233,0.054,0.1,3.68E-45,KPNA7
WNT11,2.07E-49,1.02111114,0.092,0.053,3.68E-45,WNT11
CMAS,2.20E-49,-0.372406066,0.273,0.352,3.91E-45,CMAS
CCN2,2.32E-49,0.247206583,0.8,0.82,4.12E-45,CCN2
SNRPA1,2.42E-49,-0.565408988,0.117,0.179,4.30E-45,SNRPA1
PLGRKT,2.54E-49,-0.54161843,0.11,0.17,4.52E-45,PLGRKT
SNRPB,2.57E-49,-0.273341428,0.355,0.446,4.56E-45,SNRPB
HSF1,2.88E-49,0.429527557,0.55,0.516,5.12E-45,HSF1
ENDOD1,3.10E-49,0.610494392,0.405,0.352,5.50E-45,ENDOD1
CYGB,3.20E-49,0.417540173,0.312,0.246,5.68E-45,CYGB
TENT5A,3.33E-49,0.662554829,0.299,0.243,5.92E-45,TENT5A
FABP4,3.78E-49,-1.774576468,0.044,0.088,6.71E-45,FABP4
APOL1,3.84E-49,-0.22279905,0.725,0.784,6.81E-45,APOL1
DDX3X,4.12E-49,0.211421281,0.767,0.764,7.32E-45,DDX3X
MAPRE3,4.29E-49,0.760235444,0.229,0.173,7.62E-45,MAPRE3
RINL,4.40E-49,-0.859426195,0.035,0.076,7.81E-45,RINL
RNF19B,4.85E-49,-0.526089583,0.347,0.424,8.61E-45,RNF19B
C11orf98,5.19E-49,-0.323633368,0.269,0.353,9.22E-45,C11orf98
WDR61,5.31E-49,-0.326635299,0.301,0.384,9.43E-45,WDR61
PDZD11,5.39E-49,-0.302577662,0.298,0.386,9.57E-45,PDZD11
SLC7A6,5.40E-49,-0.459626725,0.168,0.238,9.59E-45,SLC7A6
SLC29A1,5.43E-49,-0.322281394,0.48,0.554,9.64E-45,SLC29A1
MAPKAPK3,5.61E-49,0.521060761,0.417,0.366,9.97E-45,MAPKAPK3
EPPK1,5.65E-49,0.523680014,0.333,0.273,1.00E-44,EPPK1
SOX13,5.77E-49,-0.385721897,0.292,0.373,1.02E-44,SOX13
UBE2H,5.87E-49,-0.248105173,0.636,0.705,1.04E-44,UBE2H
JAK1,6.21E-49,0.40614468,0.476,0.429,1.10E-44,JAK1
ANAPC7,6.53E-49,-0.259567514,0.347,0.436,1.16E-44,ANAPC7
MT3,6.66E-49,2.621826818,0.016,0.003,1.18E-44,MT3
MILR1,6.90E-49,-0.801407132,0.087,0.141,1.23E-44,MILR1
ANAPC5,6.98E-49,-0.249174689,0.427,0.512,1.24E-44,ANAPC5
IGHV6-1,7.12E-49,0.854654728,0.114,0.071,1.27E-44,IGHV6-1
EVPL,7.16E-49,-0.332529683,0.338,0.427,1.27E-44,EVPL
SPART,7.19E-49,0.725330218,0.215,0.159,1.28E-44,SPART
INPP1,8.54E-49,-0.51958801,0.278,0.349,1.52E-44,INPP1
GCGR,8.80E-49,2.491698485,0.014,0.003,1.56E-44,GCGR
GYG1,9.24E-49,-0.465096219,0.125,0.188,1.64E-44,GYG1
SENP2,1.08E-48,-0.260693549,0.361,0.45,1.91E-44,SENP2
ATF1,1.09E-48,-0.45253277,0.19,0.263,1.93E-44,ATF1
WASHC4,1.18E-48,-0.25194963,0.358,0.446,2.09E-44,WASHC4
ASAP2,1.41E-48,-0.24963261,0.668,0.73,2.50E-44,ASAP2
PYM1,1.58E-48,-0.325470845,0.218,0.296,2.80E-44,PYM1
PHF11,1.69E-48,-0.353904942,0.243,0.324,3.01E-44,PHF11
CCL1,1.69E-48,-6.364091708,0,0.021,3.01E-44,CCL1
VIPR1,1.73E-48,0.988505954,0.137,0.091,3.08E-44,VIPR1
FAM118A,1.78E-48,-0.464107628,0.244,0.319,3.16E-44,FAM118A
HTR1B,1.90E-48,1.727937342,0.054,0.026,3.38E-44,HTR1B
ESYT2,1.98E-48,0.238458894,0.756,0.738,3.51E-44,ESYT2
UHRF2,2.06E-48,-0.332796786,0.3,0.385,3.65E-44,UHRF2
WNK4,2.10E-48,-1.654825152,0.018,0.052,3.72E-44,WNK4
GNG5,2.28E-48,-0.45470804,0.187,0.257,4.05E-44,GNG5
F5,2.28E-48,0.5478352,0.318,0.254,4.06E-44,F5
TSHZ1,2.31E-48,0.72420743,0.208,0.153,4.10E-44,TSHZ1
ARHGEF38,2.51E-48,-0.500336559,0.166,0.234,4.46E-44,ARHGEF38
JRK,2.60E-48,0.723319742,0.307,0.254,4.62E-44,JRK
RAB14,2.64E-48,0.307235053,0.653,0.629,4.70E-44,RAB14
ORMDL2,3.19E-48,-0.28049002,0.317,0.402,5.67E-44,ORMDL2
SFXN4,3.53E-48,-0.373872815,0.227,0.303,6.27E-44,SFXN4
CD53,3.56E-48,-0.348512559,0.308,0.39,6.33E-44,CD53
NDUFS7,3.59E-48,-0.324511021,0.231,0.311,6.38E-44,NDUFS7
TACO1,3.61E-48,-0.452742899,0.141,0.206,6.41E-44,TACO1
PLCE1,3.62E-48,0.750700771,0.181,0.129,6.43E-44,PLCE1
DDIT4L,3.75E-48,1.618110207,0.027,0.009,6.67E-44,DDIT4L
CDYL2,3.75E-48,-0.580054771,0.125,0.187,6.67E-44,CDYL2
DDX58,4.07E-48,-0.325288892,0.206,0.283,7.23E-44,DDX58
ARHGAP44,4.59E-48,0.64523818,0.13,0.084,8.15E-44,ARHGAP44
RFFL,5.13E-48,-0.304517612,0.374,0.461,9.12E-44,RFFL
CALHM3,5.44E-48,1.899328653,0.034,0.013,9.67E-44,CALHM3
SEC11A,6.18E-48,-0.206136032,0.703,0.771,1.10E-43,SEC11A
DDT,6.25E-48,0.314783845,0.632,0.599,1.11E-43,DDT
FHL5,6.30E-48,0.886248574,0.092,0.054,1.12E-43,FHL5
DYNLL2,6.57E-48,0.375159786,0.582,0.553,1.17E-43,DYNLL2
GLMP,6.65E-48,-0.317632122,0.221,0.298,1.18E-43,GLMP
PDP1,6.77E-48,0.660380074,0.272,0.215,1.20E-43,PDP1
SLC1A5,6.87E-48,0.515728616,0.475,0.433,1.22E-43,SLC1A5
TPRG1,6.87E-48,-0.947480237,0.06,0.108,1.22E-43,TPRG1
CUTA,7.30E-48,0.27230106,0.718,0.701,1.30E-43,CUTA
MESD,7.54E-48,-0.252356666,0.425,0.523,1.34E-43,MESD
FNDC3A,7.62E-48,0.437162886,0.491,0.449,1.35E-43,FNDC3A
ZDHHC4,8.23E-48,-0.290301836,0.301,0.384,1.46E-43,ZDHHC4
TICRR,8.51E-48,-0.829486677,0.042,0.084,1.51E-43,TICRR
CDC25B,9.51E-48,-0.311415517,0.342,0.429,1.69E-43,CDC25B
BCL3,9.92E-48,-0.27306444,0.468,0.554,1.76E-43,BCL3
UNC93A,1.00E-47,-3.946158054,0,0.021,1.78E-43,UNC93A
C1GALT1,1.09E-47,-0.350971836,0.234,0.312,1.94E-43,C1GALT1
ZGPAT,1.10E-47,-0.278990685,0.377,0.463,1.95E-43,ZGPAT
GALNT6,1.11E-47,-0.451400994,0.176,0.247,1.97E-43,GALNT6
CWC25,1.14E-47,-0.450662522,0.231,0.305,2.02E-43,CWC25
CTNND2,1.22E-47,1.084949849,0.029,0.01,2.17E-43,CTNND2
SAA2,1.24E-47,-0.402560805,0.216,0.29,2.20E-43,SAA2
PDLIM4,1.31E-47,0.325711655,0.47,0.411,2.33E-43,PDLIM4
RALYL,1.40E-47,1.65485223,0.022,0.007,2.49E-43,RALYL
DCPS,1.50E-47,0.706589554,0.278,0.224,2.67E-43,DCPS
SF3B5,1.58E-47,-0.282013723,0.489,0.572,2.81E-43,SF3B5
IKZF2,1.60E-47,0.949950806,0.166,0.118,2.85E-43,IKZF2
MDFIC,1.61E-47,0.514943358,0.331,0.271,2.87E-43,MDFIC
TP73,1.62E-47,-0.92103006,0.03,0.068,2.87E-43,TP73
THAP7,1.77E-47,0.540928408,0.368,0.313,3.14E-43,THAP7
MAP2K6,1.89E-47,-0.586001509,0.118,0.179,3.35E-43,MAP2K6
SLC13A5,1.94E-47,-1.515175184,0.027,0.064,3.45E-43,SLC13A5
NFAT5,2.16E-47,-0.405438152,0.41,0.479,3.83E-43,NFAT5
ARHGAP17,2.17E-47,-0.291393679,0.469,0.554,3.86E-43,ARHGAP17
TP63,2.43E-47,-1.149851798,0.046,0.09,4.31E-43,TP63
RRAD,2.65E-47,-1.103178301,0.091,0.143,4.70E-43,RRAD
ANG,2.82E-47,0.561259802,0.318,0.259,5.02E-43,ANG
PPP1R14A,3.29E-47,0.379622267,0.42,0.356,5.85E-43,PPP1R14A
SCN3A,3.54E-47,2.305213593,0.018,0.004,6.29E-43,SCN3A
P2RY2,3.76E-47,-0.44390627,0.151,0.217,6.67E-43,P2RY2
SEMA3F,4.36E-47,0.589443741,0.232,0.175,7.75E-43,SEMA3F
ATF2,4.44E-47,0.422738371,0.519,0.481,7.89E-43,ATF2
GAB1,4.47E-47,0.603700234,0.278,0.221,7.94E-43,GAB1
ZFYVE27,4.66E-47,-0.330122237,0.285,0.365,8.28E-43,ZFYVE27
CCDC43,4.79E-47,-0.327030084,0.212,0.287,8.51E-43,CCDC43
ACADVL,5.14E-47,0.221559693,0.762,0.763,9.13E-43,ACADVL
ABLIM2,5.19E-47,0.624742134,0.152,0.102,9.22E-43,ABLIM2
TNFRSF1A,5.20E-47,0.281365152,0.653,0.645,9.24E-43,TNFRSF1A
TMEM208,6.34E-47,-0.32414371,0.4,0.479,1.13E-42,TMEM208
RNF10,6.39E-47,-0.235133929,0.509,0.594,1.14E-42,RNF10
EMC10,6.58E-47,0.255433535,0.718,0.702,1.17E-42,EMC10
LIPG,6.81E-47,-0.548191243,0.127,0.187,1.21E-42,LIPG
SNCAIP,6.82E-47,-1.712308338,0.052,0.095,1.21E-42,SNCAIP
HADH,7.04E-47,0.540812124,0.296,0.238,1.25E-42,HADH
KRT4,7.14E-47,0.580140899,0.054,0.026,1.27E-42,KRT4
MTSS1,7.54E-47,-0.762168078,0.256,0.317,1.34E-42,MTSS1
SAMD11,7.99E-47,1.031058915,0.075,0.041,1.42E-42,SAMD11
PBX1,8.39E-47,0.323527307,0.629,0.59,1.49E-42,PBX1
FAM171B,8.62E-47,0.930908213,0.182,0.133,1.53E-42,FAM171B
MAN1C1,8.88E-47,0.594265489,0.209,0.154,1.58E-42,MAN1C1
NUP42,9.52E-47,-0.397382396,0.305,0.386,1.69E-42,NUP42
GTPBP1,1.06E-46,-0.253191357,0.535,0.625,1.88E-42,GTPBP1
BRWD1,1.08E-46,-0.265814896,0.394,0.483,1.92E-42,BRWD1
RUNX3,1.34E-46,-0.630932784,0.099,0.155,2.39E-42,RUNX3
RNF112,1.40E-46,1.197920365,0.044,0.019,2.48E-42,RNF112
TMEM62,1.42E-46,-0.360241537,0.263,0.342,2.52E-42,TMEM62
NR4A2,1.48E-46,0.930348163,0.251,0.198,2.63E-42,NR4A2
GBP5,1.63E-46,-0.788429524,0.098,0.153,2.89E-42,GBP5
HGD,1.74E-46,0.643329293,0.193,0.138,3.08E-42,HGD
SLC17A4,1.75E-46,1.15728211,0.04,0.017,3.11E-42,SLC17A4
WDR34,1.79E-46,0.549946634,0.337,0.282,3.18E-42,WDR34
RNPEPL1,1.96E-46,0.488595759,0.501,0.464,3.49E-42,RNPEPL1
TGIF1,2.24E-46,0.287669755,0.714,0.693,3.99E-42,TGIF1
CHPF,2.29E-46,-0.216836027,0.711,0.786,4.08E-42,CHPF
MUC5AC,2.44E-46,-0.966868513,0.425,0.441,4.34E-42,MUC5AC
AP1S2,2.45E-46,0.743564297,0.28,0.228,4.34E-42,AP1S2
HYAL2,2.53E-46,0.56273985,0.327,0.27,4.50E-42,HYAL2
CELA2B,3.11E-46,-1.742309209,0.08,0.126,5.52E-42,CELA2B
HOXB7,3.14E-46,-1.344356273,0.016,0.048,5.58E-42,HOXB7
MOB3B,3.97E-46,-0.469822325,0.358,0.424,7.06E-42,MOB3B
RRM2,4.08E-46,-0.421745462,0.191,0.261,7.25E-42,RRM2
MAGEF1,4.10E-46,0.517700647,0.435,0.387,7.28E-42,MAGEF1
PLIN3,4.28E-46,-0.292421676,0.487,0.57,7.61E-42,PLIN3
KIAA0232,4.89E-46,0.887168404,0.393,0.346,8.68E-42,KIAA0232
COL5A3,4.91E-46,-0.611614917,0.076,0.128,8.73E-42,COL5A3
IL17RD,5.42E-46,1.12606094,0.099,0.061,9.62E-42,IL17RD
COL9A3,5.48E-46,-2.590707752,0.004,0.028,9.74E-42,COL9A3
XRCC4,5.79E-46,-0.853910583,0.099,0.153,1.03E-41,XRCC4
SETDB1,7.08E-46,-0.371040891,0.179,0.248,1.26E-41,SETDB1
HSD11B1,7.28E-46,0.590436771,0.156,0.106,1.29E-41,HSD11B1
KAT8,7.71E-46,0.815749928,0.216,0.163,1.37E-41,KAT8
ASPHD2,7.89E-46,-0.511030823,0.141,0.204,1.40E-41,ASPHD2
ABCA8,9.10E-46,0.51867469,0.123,0.078,1.62E-41,ABCA8
GALNT14,9.26E-46,0.795817738,0.137,0.092,1.65E-41,GALNT14
MEIS2,9.60E-46,0.56012211,0.267,0.21,1.70E-41,MEIS2
CCDC30,9.71E-46,0.826877709,0.131,0.087,1.73E-41,CCDC30
ALG3,9.72E-46,-0.307327893,0.335,0.419,1.73E-41,ALG3
CACNB4,1.08E-45,1.927038811,0.039,0.016,1.92E-41,CACNB4
RAPH1,1.12E-45,0.716259246,0.202,0.15,1.98E-41,RAPH1
PATJ,1.12E-45,0.31943629,0.667,0.659,2.00E-41,PATJ
BPIFB1,1.21E-45,1.764907984,0.082,0.047,2.15E-41,BPIFB1
TCP11L2,1.27E-45,-0.386594034,0.151,0.217,2.25E-41,TCP11L2
COX4I2,1.36E-45,-1.624414931,0.028,0.064,2.42E-41,COX4I2
HOXC6,1.39E-45,-0.831016499,0.041,0.083,2.47E-41,HOXC6
EREG,1.43E-45,-0.673299789,0.192,0.253,2.54E-41,EREG
CTSZ,1.45E-45,-0.205793321,0.881,0.897,2.58E-41,CTSZ
KIF18B,1.54E-45,-0.468282338,0.09,0.145,2.74E-41,KIF18B
CWC15,1.58E-45,-0.224358641,0.486,0.578,2.82E-41,CWC15
OR52N1,1.68E-45,2.193934796,0.019,0.005,2.99E-41,OR52N1
IGLV3-1,1.74E-45,-0.761968436,0.247,0.309,3.10E-41,IGLV3-1
HNRNPUL2,1.81E-45,0.248503402,0.765,0.75,3.22E-41,HNRNPUL2
INTS7,1.85E-45,-0.376229416,0.192,0.264,3.29E-41,INTS7
HARS,1.93E-45,-0.273130651,0.311,0.395,3.42E-41,HARS
COL4A1,1.99E-45,-0.255713499,0.767,0.819,3.53E-41,COL4A1
TBL1X,2.09E-45,0.654833582,0.232,0.176,3.71E-41,TBL1X
CARF,2.21E-45,0.863032209,0.133,0.089,3.92E-41,CARF
PRKCQ,2.38E-45,-0.835771003,0.045,0.088,4.22E-41,PRKCQ
ZNF358,2.46E-45,0.321842818,0.62,0.597,4.37E-41,ZNF358
CKAP4,2.50E-45,-0.206023359,0.562,0.641,4.44E-41,CKAP4
SEC24D,2.60E-45,-0.339427023,0.421,0.51,4.61E-41,SEC24D
CACNA1H,2.65E-45,0.77028264,0.15,0.103,4.70E-41,CACNA1H
FGFR1,2.74E-45,0.428639474,0.431,0.378,4.86E-41,FGFR1
PPFIBP1,3.35E-45,-0.24848902,0.496,0.578,5.96E-41,PPFIBP1
MAT2B,3.87E-45,-0.266981082,0.378,0.465,6.87E-41,MAT2B
SMURF1,4.03E-45,-0.486490923,0.183,0.251,7.16E-41,SMURF1
ANKRD35,4.45E-45,0.78173998,0.119,0.077,7.90E-41,ANKRD35
COL12A1,4.62E-45,-0.432264978,0.449,0.509,8.21E-41,COL12A1
USP36,4.81E-45,-0.383878784,0.457,0.547,8.55E-41,USP36
HIST1H3A,5.16E-45,-0.403113338,0.157,0.223,9.17E-41,HIST1H3A
SAMHD1,5.55E-45,-0.229846247,0.3,0.383,9.85E-41,SAMHD1
ZNF704,5.95E-45,1.048584869,0.09,0.054,1.06E-40,ZNF704
PKIA,6.00E-45,0.826602004,0.143,0.098,1.07E-40,PKIA
FUOM,6.29E-45,-0.546593711,0.11,0.168,1.12E-40,FUOM
THOC7,7.25E-45,0.312680284,0.668,0.65,1.29E-40,THOC7
TM2D2,7.41E-45,-0.384781595,0.328,0.41,1.32E-40,TM2D2
CD19,7.45E-45,-2.087442711,0.008,0.034,1.32E-40,CD19
BLACAT1,7.75E-45,-0.429176185,0.184,0.253,1.38E-40,BLACAT1
EPB41L4A,8.98E-45,0.886180458,0.112,0.071,1.60E-40,EPB41L4A
MACF1,9.01E-45,0.239550501,0.712,0.698,1.60E-40,MACF1
MMRN2,9.13E-45,1.22570597,0.077,0.044,1.62E-40,MMRN2
TCN1,9.71E-45,0.833159284,0.49,0.45,1.73E-40,TCN1
ARHGEF5,1.04E-44,-0.361784079,0.223,0.295,1.84E-40,ARHGEF5
DHX32,1.13E-44,-0.443531975,0.207,0.277,2.01E-40,DHX32
MAP3K14,1.19E-44,-0.314540318,0.172,0.242,2.11E-40,MAP3K14
GOPC,1.28E-44,-0.314628096,0.357,0.439,2.28E-40,GOPC
CSAD,1.42E-44,-0.385689483,0.257,0.333,2.52E-40,CSAD
GPER1,1.61E-44,1.104152747,0.111,0.072,2.85E-40,GPER1
TCHP,1.61E-44,-0.471061524,0.139,0.202,2.86E-40,TCHP
TMEM132C,1.68E-44,1.983453489,0.02,0.006,2.98E-40,TMEM132C
FABP2,1.71E-44,-2.912011145,0.003,0.025,3.03E-40,FABP2
GNG11,1.89E-44,0.57254151,0.227,0.173,3.35E-40,GNG11
RSPO3,1.99E-44,1.837612878,0.041,0.018,3.54E-40,RSPO3
ADAMTS12,2.07E-44,-0.266681461,0.319,0.401,3.67E-40,ADAMTS12
ARFGAP1,2.08E-44,-0.294473825,0.425,0.511,3.69E-40,ARFGAP1
UBL5,2.14E-44,0.222752022,0.806,0.793,3.80E-40,UBL5
ADGRG2,2.20E-44,1.632234586,0.046,0.022,3.90E-40,ADGRG2
MMP23B,2.20E-44,0.9317176,0.059,0.03,3.91E-40,MMP23B
CXCR4,2.20E-44,-0.229946819,0.472,0.557,3.91E-40,CXCR4
BCAR1,2.25E-44,-0.386576006,0.517,0.572,3.99E-40,BCAR1
NHP2,2.50E-44,-0.229965625,0.583,0.661,4.43E-40,NHP2
CDC20,2.56E-44,-0.428830395,0.198,0.268,4.55E-40,CDC20
TRAF4,2.60E-44,-0.215281013,0.596,0.68,4.62E-40,TRAF4
TGFBR3,2.68E-44,0.958112754,0.129,0.086,4.75E-40,TGFBR3
COA4,2.87E-44,0.277815322,0.692,0.67,5.11E-40,COA4
PON3,2.98E-44,-0.788867368,0.077,0.126,5.29E-40,PON3
TK1,3.02E-44,-0.266993594,0.238,0.315,5.36E-40,TK1
CNIH2,3.05E-44,1.038747383,0.071,0.04,5.41E-40,CNIH2
HR,3.14E-44,-0.862752116,0.052,0.096,5.58E-40,HR
FAM83H,3.37E-44,0.439087266,0.472,0.434,5.99E-40,FAM83H
IL11,3.43E-44,0.653776796,0.208,0.156,6.09E-40,IL11
PCBD1,3.43E-44,-0.252527448,0.539,0.612,6.10E-40,PCBD1
PRDM4,4.31E-44,-0.286026672,0.201,0.274,7.65E-40,PRDM4
EPS8L3,4.44E-44,0.321214006,0.377,0.309,7.88E-40,EPS8L3
AP3S2,4.71E-44,-0.363836227,0.267,0.344,8.36E-40,AP3S2
SNHG32,4.96E-44,0.268578492,0.667,0.648,8.82E-40,SNHG32
PRAME,5.30E-44,-3.679478333,0.003,0.025,9.41E-40,PRAME
RSPO2,5.45E-44,2.064533735,0.014,0.003,9.68E-40,RSPO2
ISCU,5.46E-44,-0.212824152,0.429,0.522,9.70E-40,ISCU
RYR2,6.13E-44,1.465921486,0.04,0.017,1.09E-39,RYR2
PEG3,6.70E-44,1.240328757,0.069,0.038,1.19E-39,PEG3
